Expense_ID,Date,Branch_ID,Expense_Category,Amount_KES,Payment_Status
EXP001808,2026-07-06,BR010,Staff Welfare,18229.35,Paid
EXP001809,2026-07-18,BR011,Rent,188337.68,Pending
EXP001810,2026-07-09,BR011,Electricity,39574.99,Paid
EXP001811,2026-07-22,BR011,Internet,21800.74,Paid
EXP001812,2026-07-16,BR011,Transport,57539.83,Paid
EXP001813,2026-07-10,BR011,Marketing,39727.44,Paid
EXP001814,2026-07-07,BR011,Security,33621.03,Paid
EXP001815,2026-07-02,BR011,Maintenance,18256.57,Paid
EXP001816,2026-07-01,BR011,Staff Welfare,32734.55,Paid
EXP001817,2026-07-05,BR012,Rent,150900.57,Paid
EXP001818,2026-07-21,BR012,Electricity,82468.19,Paid
EXP001819,2026-07-22,BR012,Internet,28287.78,Paid
EXP001820,2026-07-05,BR012,Transport,21987.04,Paid
EXP001821,2026-07-04,BR012,Marketing,76641.42,Paid
EXP001822,2026-07-06,BR012,Security,44699.25,Paid
EXP001823,2026-07-02,BR012,Maintenance,27413.54,Pending
EXP001824,2026-07-12,BR012,Staff Welfare,23858.66,Paid
EXP001825,2026-08-05,BR001,Rent,432152.1,Paid
EXP001826,2026-08-26,BR001,Electricity,39206.28,Paid
EXP001827,2026-08-05,BR001,Internet,24130.27,Paid
EXP001828,2026-08-01,BR001,Transport,18603.52,Paid
EXP001829,2026-08-01,BR001,Marketing,88749.19,Pending
EXP001830,2026-08-05,BR001,Security,39154.95,Paid
EXP001831,2026-08-18,BR001,Maintenance,10421.17,Paid
EXP001832,2026-08-21,BR001,Staff Welfare,34428.49,Paid
EXP001833,2026-08-08,BR002,Rent,374895.24,Pending
EXP001834,2026-08-18,BR002,Electricity,28445.37,Pending
EXP001835,2026-08-11,BR002,Internet,21750.5,Paid
EXP001836,2026-08-22,BR002,Transport,29490.74,Paid
EXP001837,2026-08-01,BR002,Marketing,73816.44,Paid
EXP001838,2026-08-19,BR002,Security,29457.81,Paid
EXP001839,2026-08-13,BR002,Maintenance,15419.24,Paid
EXP001840,2026-08-22,BR002,Staff Welfare,7631.06,Paid
EXP001841,2026-08-01,BR003,Rent,233207.62,Pending
EXP001842,2026-08-01,BR003,Electricity,38199.06,Pending
EXP001843,2026-08-11,BR003,Internet,18275.03,Paid
EXP001844,2026-08-04,BR003,Transport,28939.62,Paid
EXP001845,2026-08-21,BR003,Marketing,14134.18,Paid
EXP001846,2026-08-16,BR003,Security,32655.49,Paid
EXP001847,2026-08-13,BR003,Maintenance,29033.89,Paid
EXP001848,2026-08-05,BR003,Staff Welfare,28883.65,Paid
EXP001849,2026-08-05,BR004,Rent,177718.32,Paid
EXP001850,2026-08-09,BR004,Electricity,71531.44,Pending
EXP001851,2026-08-25,BR004,Internet,15428.4,Paid
EXP001852,2026-08-09,BR004,Transport,62430.12,Paid
EXP001853,2026-08-26,BR004,Marketing,46754.04,Paid
EXP001854,2026-08-24,BR004,Security,44477.41,Paid
EXP001855,2026-08-20,BR004,Maintenance,10047.32,Paid
EXP001856,2026-08-23,BR004,Staff Welfare,18988.96,Paid
EXP001857,2026-08-05,BR005,Rent,204934.27,Pending
EXP001858,2026-08-06,BR005,Electricity,51719.54,Paid
EXP001859,2026-08-21,BR005,Internet,29979.76,Pending
EXP001860,2026-08-25,BR005,Transport,50392.41,Paid
EXP001861,2026-08-02,BR005,Marketing,40710.63,Pending
EXP001862,2026-08-14,BR005,Security,43653.34,Paid
EXP001863,2026-08-07,BR005,Maintenance,23224.33,Paid
EXP001864,2026-08-22,BR005,Staff Welfare,17886.78,Paid
EXP001865,2026-08-23,BR006,Rent,259178.38,Paid
EXP001866,2026-08-18,BR006,Electricity,45549.39,Pending
EXP001867,2026-08-09,BR006,Internet,13339.47,Paid
EXP001868,2026-08-11,BR006,Transport,25504.68,Paid
EXP001869,2026-08-08,BR006,Marketing,25232.98,Paid
EXP001870,2026-08-04,BR006,Security,23185.06,Paid
EXP001871,2026-08-19,BR006,Maintenance,29583.83,Paid
EXP001872,2026-08-05,BR006,Staff Welfare,26164.82,Pending
EXP001873,2026-08-13,BR007,Rent,267696.27,Pending
EXP001874,2026-08-11,BR007,Electricity,50649.31,Paid
EXP001875,2026-08-08,BR007,Internet,25597.67,Paid
EXP001876,2026-08-12,BR007,Transport,24487.72,Paid
EXP001877,2026-08-09,BR007,Marketing,75159.95,Paid
EXP001878,2026-08-02,BR007,Security,42328.13,Paid
EXP001879,2026-08-10,BR007,Maintenance,40657.03,Paid
EXP001880,2026-08-17,BR007,Staff Welfare,17869.47,Paid
EXP001881,2026-08-04,BR008,Rent,238712.76,Paid
EXP001882,2026-08-16,BR008,Electricity,68688.99,Paid
EXP001883,2026-08-18,BR008,Internet,14527.3,Pending
EXP001884,2026-08-05,BR008,Transport,33907.57,Paid
EXP001885,2026-08-26,BR008,Marketing,38059.61,Pending
EXP001886,2026-08-10,BR008,Security,31382.07,Paid
EXP001887,2026-08-06,BR008,Maintenance,40771.83,Paid
EXP001888,2026-08-21,BR008,Staff Welfare,33521.67,Paid
EXP001889,2026-08-03,BR009,Rent,227697.96,Paid
EXP001890,2026-08-04,BR009,Electricity,57536.33,Paid
EXP001891,2026-08-11,BR009,Internet,24457.34,Paid
EXP001892,2026-08-22,BR009,Transport,25161.43,Paid
EXP001893,2026-08-16,BR009,Marketing,54052.83,Paid
EXP001894,2026-08-10,BR009,Security,30315.53,Paid
EXP001895,2026-08-17,BR009,Maintenance,27767.44,Pending
EXP001896,2026-08-01,BR009,Staff Welfare,21585.99,Paid
EXP001897,2026-08-26,BR010,Rent,158112.55,Paid
EXP001898,2026-08-12,BR010,Electricity,82191.36,Paid
EXP001899,2026-08-25,BR010,Internet,21712.63,Paid
EXP001900,2026-08-15,BR010,Transport,48541.17,Paid
EXP001901,2026-08-06,BR010,Marketing,42845.6,Pending
EXP001902,2026-08-01,BR010,Security,40175.75,Pending
EXP001903,2026-08-05,BR010,Maintenance,47264.94,Paid
EXP001904,2026-08-19,BR010,Staff Welfare,23337.81,Paid
EXP001905,2026-08-20,BR011,Rent,186337.92,Paid
EXP001906,2026-08-23,BR011,Electricity,81978.67,Paid
EXP001907,2026-08-02,BR011,Internet,14306.65,Paid
EXP001908,2026-08-25,BR011,Transport,29799.72,Paid
EXP001909,2026-08-08,BR011,Marketing,11732.69,Paid
EXP001910,2026-08-18,BR011,Security,43414.92,Paid
EXP001911,2026-08-03,BR011,Maintenance,20634.83,Paid
EXP001912,2026-08-01,BR011,Staff Welfare,17052.29,Paid
EXP001913,2026-08-03,BR012,Rent,152910.17,Paid
EXP001914,2026-08-03,BR012,Electricity,40631.4,Paid
EXP001915,2026-08-23,BR012,Internet,15000.61,Paid
EXP001916,2026-08-23,BR012,Transport,32919.24,Paid
EXP001917,2026-08-15,BR012,Marketing,25688.1,Paid
EXP001918,2026-08-18,BR012,Security,30821.45,Paid
EXP001919,2026-08-14,BR012,Maintenance,20342.62,Paid
EXP001920,2026-08-12,BR012,Staff Welfare,24256.38,Paid
